firmware,address,current_name,classification,prefix,indicators,suggested_name
cm848,0x00017150,fuelDemandModeSelector,unknown,cm848_,,cm848_fuelDemandModeSelector
cm848,0x000172b0,fuelDemandEnableChecker,unknown,cm848_,,cm848_fuelDemandEnableChecker
cm848,0x000172e8,fuelDemandRateLimiterStateMachine,unknown,cm848_,,cm848_fuelDemandRateLimiterStateMachine
cm848,0x000173a8,fuelDemandOverrideHandler,unknown,cm848_,,cm848_fuelDemandOverrideHandler
cm848,0x00017560,fuelDemandSmoothingController,unknown,cm848_,,cm848_fuelDemandSmoothingController
cm848,0x0001782c,fuelDemandFinalCalculation,unknown,cm848_,,cm848_fuelDemandFinalCalculation
cm848,0x00017980,fuelDemandCoordinator,unknown,cm848_,,cm848_fuelDemandCoordinator
cm848,0x00017af4,initFuelDemandRateVariables,unknown,cm848_,,cm848_initFuelDemandRateVariables
cm848,0x00017b54,storeFuelDemandPreviousValues,unknown,cm848_,,cm848_storeFuelDemandPreviousValues
cm848,0x00017b84,calculateFuelFlowRate,unknown,cm848_,,cm848_calculateFuelFlowRate
cm848,0x00017d54,selectFuelFlowMode,unknown,cm848_,,cm848_selectFuelFlowMode
cm848,0x00017e54,initFuelFlowRateVariables,mpc555,mpc555_,ram003f,mpc555_initFuelFlowRateVariables
cm848,0x00017eb8,calculateOilPressureProtection,unknown,cm848_,,cm848_calculateOilPressureProtection
cm848,0x00017f50,calculateFuelFlowWithMode,unknown,cm848_,,cm848_calculateFuelFlowWithMode
cm848,0x00018070,throttlePositionProcessing,unknown,cm848_,,cm848_throttlePositionProcessing
cm848,0x0001811c,faultSeverityEvaluation,unknown,cm848_,,cm848_faultSeverityEvaluation
cm848,0x0001820c,processThrottlePositionLookups,unknown,cm848_,,cm848_processThrottlePositionLookups
cm848,0x000182e8,calculateThrottleProtectionLimit,unknown,cm848_,,cm848_calculateThrottleProtectionLimit
cm848,0x00018384,checkProtectionEnableConditions,unknown,cm848_,,cm848_checkProtectionEnableConditions
cm848,0x000184f0,checkFaultConditionThreshold,unknown,cm848_,,cm848_checkFaultConditionThreshold
cm848,0x000185cc,conditionalFirstOrderFilter,unknown,cm848_,,cm848_conditionalFirstOrderFilter
cm848,0x0001860c,processFaultIncrement,unknown,cm848_,,cm848_processFaultIncrement
cm848,0x00018780,processFaultStateWithFilter,unknown,cm848_,,cm848_processFaultStateWithFilter
cm848,0x00018904,updateFaultStatusRegisters,unknown,cm848_,,cm848_updateFaultStatusRegisters
cm848,0x00018a50,selectFaultProtectionValue,unknown,cm848_,,cm848_selectFaultProtectionValue
cm848,0x00018ac0,processFaultProtection,unknown,cm848_,,cm848_processFaultProtection
cm848,0x00018afc,initFaultProtectionVariables,mpc555,mpc555_,ram003f,mpc555_initFaultProtectionVariables
cm848,0x00018bc0,processSensorProtectionRamp,unknown,cm848_,,cm848_processSensorProtectionRamp
cm848,0x00018cfc,processSensorFaultDetection,unknown,cm848_,,cm848_processSensorFaultDetection
cm848,0x00018f1c,initSensorFaultVariables,unknown,cm848_,,cm848_initSensorFaultVariables
cm848,0x00018f8c,calculateSensorDiagnosticValue,unknown,cm848_,,cm848_calculateSensorDiagnosticValue
cm848,0x000191a0,updateSensorDiagnosticFlags,mpc555,mpc555_,ram0030,mpc555_updateSensorDiagnosticFlags
cm848,0x000191e8,processSensorMonitoringLogic,unknown,cm848_,,cm848_processSensorMonitoringLogic
cm848,0x00019390,updateEngineModeFromSensor,unknown,cm848_,,cm848_updateEngineModeFromSensor
cm848,0x0001956c,processSensorValidation,mpc555,mpc555_,ram003f,mpc555_processSensorValidation
cm848,0x000196a4,checkSensorRangeConditions,unknown,cm848_,,cm848_checkSensorRangeConditions
cm848,0x000197b4,calculateSensorBlendFactor,unknown,cm848_,,cm848_calculateSensorBlendFactor
cm848,0x00019830,processSensorBlendState,unknown,cm848_,,cm848_processSensorBlendState
cm848,0x00019900,selectSensorBlendOutput,unknown,cm848_,,cm848_selectSensorBlendOutput
cm848,0x000199f4,initSensorBlendVariables,unknown,cm848_,,cm848_initSensorBlendVariables
cm848,0x00019ac0,processSensorBlendCalculation,unknown,cm848_,,cm848_processSensorBlendCalculation
cm848,0x00019b20,sensorMonitoringMainLoop,unknown,cm848_,,cm848_sensorMonitoringMainLoop
cm848,0x00019e08,selectFuelDemandUpperLimit,unknown,cm848_,,cm848_selectFuelDemandUpperLimit
cm848,0x00019ea4,calculateFuelDemandLimits,unknown,cm848_,,cm848_calculateFuelDemandLimits
cm848,0x00019fe0,applyFuelDemandProtection,unknown,cm848_,,cm848_applyFuelDemandProtection
cm848,0x0001a1b4,processFuelDemandLimits,unknown,cm848_,,cm848_processFuelDemandLimits
cm848,0x0001a1dc,processSensorAndFuelDemand,unknown,cm848_,,cm848_processSensorAndFuelDemand
cm848,0x0001a204,initFuelDemandLimitVariables,unknown,cm848_,,cm848_initFuelDemandLimitVariables
cm848,0x0001a340,processConditionTimerA,unknown,cm848_,,cm848_processConditionTimerA
cm848,0x0001a47c,processConditionTimerB,unknown,cm848_,,cm848_processConditionTimerB
cm848,0x0001a608,processConditionTimerC,unknown,cm848_,,cm848_processConditionTimerC
cm848,0x0001a754,processConditionTimerD,unknown,cm848_,,cm848_processConditionTimerD
cm848,0x0001a980,bothConditionsTrue,unknown,cm848_,,cm848_bothConditionsTrue
cm848,0x0001a9a8,processFuelDemandFaultConditions,unknown,cm848_,,cm848_processFuelDemandFaultConditions
cm848,0x0001ae2c,initFuelDemandFaultVariables,unknown,cm848_,,cm848_initFuelDemandFaultVariables
cm848,0x0001af94,processFaultTimingConditions,unknown,cm848_,,cm848_processFaultTimingConditions
cm848,0x0001b120,updateFaultConditionState,unknown,cm848_,,cm848_updateFaultConditionState
cm848,0x0001b35c,initFaultTimingVariables,unknown,cm848_,,cm848_initFaultTimingVariables
cm848,0x0001b37c,processFaultAndFuelDemand,unknown,cm848_,,cm848_processFaultAndFuelDemand
cm848,0x0001b624,faultCounterDecrement,unknown,cm848_,,cm848_faultCounterDecrement
cm848,0x0001b69c,faultCounterIncrement,unknown,cm848_,,cm848_faultCounterIncrement
cm848,0x0001b730,sendFaultTimerMessage,unknown,cm848_,,cm848_sendFaultTimerMessage
cm848,0x0001b778,processFaultMessageTiming,unknown,cm848_,,cm848_processFaultMessageTiming
cm848,0x0001b99c,calculateColdStartFuelAdjust,unknown,cm848_,,cm848_calculateColdStartFuelAdjust
cm848,0x0001bb30,initColdStartLimits,unknown,cm848_,,cm848_initColdStartLimits
cm848,0x0001bb48,calculateColdStartRpmAdjust,unknown,cm848_,,cm848_calculateColdStartRpmAdjust
cm848,0x0001bb78,calculateColdStartFuelOffset,unknown,cm848_,,cm848_calculateColdStartFuelOffset
cm848,0x0001bc30,calculateColdStartTempTable,unknown,cm848_,,cm848_calculateColdStartTempTable
cm848,0x0001bd44,selectColdStartRpmLimit,unknown,cm848_,,cm848_selectColdStartRpmLimit
cm848,0x0001bd74,calculateIntakeAirAdjustment,unknown,cm848_,,cm848_calculateIntakeAirAdjustment
cm848,0x0001be64,checkColdStartConditions,unknown,cm848_,,cm848_checkColdStartConditions
cm848,0x0001bf44,processColdStartAdjustment,unknown,cm848_,,cm848_processColdStartAdjustment
cm848,0x0001bfc8,initColdStartTablePointers,unknown,cm848_,,cm848_initColdStartTablePointers
cm848,0x0001c080,processColdStartStateMachine,unknown,cm848_,,cm848_processColdStartStateMachine
cm848,0x0001c114,coldStartRpmTableLookup,unknown,cm848_,,cm848_coldStartRpmTableLookup
cm848,0x0001c1a4,coldStartFuelFactorLookup,unknown,cm848_,,cm848_coldStartFuelFactorLookup
cm848,0x0001c23c,selectColdStartFactor,unknown,cm848_,,cm848_selectColdStartFactor
cm848,0x0001c28c,processColdStartMainLoop,mpc555,mpc555_,ram0030,mpc555_processColdStartMainLoop
cm848,0x0001c978,initCrankingLimits,unknown,cm848_,,cm848_initCrankingLimits
cm848,0x0001c9a0,faultTimeoutHandler,unknown,cm848_,,cm848_faultTimeoutHandler
cm848,0x0001cb94,clearFaultFromActiveList,unknown,cm848_,,cm848_clearFaultFromActiveList
cm848,0x0001cd1c,activeFaultScanProcessor,unknown,cm848_,,cm848_activeFaultScanProcessor
cm848,0x0001cdc0,faultCodeLookup,unknown,cm848_,,cm848_faultCodeLookup
cm848,0x0001ce28,findFaultByTypeAndSeverity,unknown,cm848_,,cm848_findFaultByTypeAndSeverity
cm848,0x0001cea4,registerFaultInActiveList,unknown,cm848_,,cm848_registerFaultInActiveList
cm848,0x0001d01c,clearDiagnosticState,unknown,cm848_,,cm848_clearDiagnosticState
cm848,0x0001d11c,clearAllDiagnosticFaults,unknown,cm848_,,cm848_clearAllDiagnosticFaults
cm848,0x0001d224,faultTableEntryProcessor,unknown,cm848_,,cm848_faultTableEntryProcessor
cm848,0x0001d8f8,buildFaultConditionMask,unknown,cm848_,,cm848_buildFaultConditionMask
cm848,0x0001dcdc,initDiagnosticRingBuffer,unknown,cm848_,,cm848_initDiagnosticRingBuffer
cm848,0x0001dd10,markFaultForReplacement,unknown,cm848_,,cm848_markFaultForReplacement
cm848,0x0001de4c,updateFaultEntryCounters,unknown,cm848_,,cm848_updateFaultEntryCounters
cm848,0x0001dee0,resetFaultStatus,unknown,cm848_,,cm848_resetFaultStatus
cm848,0x0001df64,setFaultActiveStatus,hpcr,hpcr_,hpcr,hpcr_setFaultActiveStatus
cm848,0x0001df88,captureFreezeFrameData,hpcr,hpcr_,hpcr,hpcr_captureFreezeFrameData
cm848,0x0001e158,processDiagnosticFrame,hpcr,hpcr_,hpcr,hpcr_processDiagnosticFrame
cm848,0x0001e22c,selectFuelDemandSource,unknown,cm848_,,cm848_selectFuelDemandSource
cm848,0x0001e4d8,clearFuelDemandFlag,unknown,cm848_,,cm848_clearFuelDemandFlag
cm848,0x0001e4e8,calculateProtectionRateLimited,unknown,cm848_,,cm848_calculateProtectionRateLimited
cm848,0x0001e5a4,processProtectionSelection,unknown,cm848_,,cm848_processProtectionSelection
cm848,0x0001e810,initEngineOperatingState,unknown,cm848_,,cm848_initEngineOperatingState
cm848,0x0001e830,updateEngineTimingCompensation,unknown,cm848_,,cm848_updateEngineTimingCompensation
cm848,0x0001e870,processTorqueLimitState,unknown,cm848_,,cm848_processTorqueLimitState
cm848,0x0001ea6c,initProtectionTableSizes,unknown,cm848_,,cm848_initProtectionTableSizes
cm848,0x0001ea94,initFaultSeverityTables,unknown,cm848_,,cm848_initFaultSeverityTables
cm848,0x0001eae8,calculateFuelDemandChangeRate,unknown,cm848_,,cm848_calculateFuelDemandChangeRate
cm848,0x0001ec48,processFaultIncrement,unknown,cm848_,,cm848_processFaultIncrement
cm848,0x0001ec70,calculateDualAxisFuelLimit,unknown,cm848_,,cm848_calculateDualAxisFuelLimit
cm848,0x0001ef30,initFuelDemandTracking,unknown,cm848_,,cm848_initFuelDemandTracking
cm848,0x0001f03c,processActiveFaultList,unknown,cm848_,,cm848_processActiveFaultList
cm848,0x0001f17c,calculateFuelDemandWithTrim,unknown,cm848_,,cm848_calculateFuelDemandWithTrim
cm848,0x0001f300,initFuelDemandTableDimensions,unknown,cm848_,,cm848_initFuelDemandTableDimensions
cm848,0x0001f318,initProtectionStateWithFuelDemand,unknown,cm848_,,cm848_initProtectionStateWithFuelDemand
cm848,0x0001f34c,calculateTimingCompensation,unknown,cm848_,,cm848_calculateTimingCompensation
cm848,0x0001f40c,processTorqueLimitTiming,unknown,cm848_,,cm848_processTorqueLimitTiming
cm848,0x0001f98c,initSensorRawChannels,unknown,cm848_,,cm848_initSensorRawChannels
cm848,0x0001fd94,selectTorqueLimit,unknown,cm848_,,cm848_selectTorqueLimit
cm848,0x00020410,initTorqueLimitDefaults,unknown,cm848_,,cm848_initTorqueLimitDefaults
cm848,0x000204a8,getLimitCategoryCode,unknown,cm848_,,cm848_getLimitCategoryCode
cm848,0x00020500,calculateProtectionActivationDelay,unknown,cm848_,,cm848_calculateProtectionActivationDelay
cm848,0x00020554,calculateEffectiveFuelLimit,unknown,cm848_,,cm848_calculateEffectiveFuelLimit
cm848,0x00020860,selectTorqueLimitStateMachine,unknown,cm848_,,cm848_selectTorqueLimitStateMachine
cm848,0x000209e8,calculateLoadRateOfChange,unknown,cm848_,,cm848_calculateLoadRateOfChange
cm848,0x00020a58,calculateLoadToFuelRatio,unknown,cm848_,,cm848_calculateLoadToFuelRatio
cm848,0x00020af0,calculateOilPressureRateOfChange,unknown,cm848_,,cm848_calculateOilPressureRateOfChange
cm848,0x00020b84,updateProtectionParameters,unknown,cm848_,,cm848_updateProtectionParameters
cm848,0x00020bfc,updateProtectionInputs,unknown,cm848_,,cm848_updateProtectionInputs
cm848,0x00020c60,initProtectionDefaults,unknown,cm848_,,cm848_initProtectionDefaults
cm848,0x00020c64,processJ1939RxMessage,unknown,cm848_,,cm848_processJ1939RxMessage
cm848,0x00020d10,updateProtectionStateMachine,unknown,cm848_,,cm848_updateProtectionStateMachine
cm848,0x000212dc,initProtectionDelayDefaults,unknown,cm848_,,cm848_initProtectionDelayDefaults
cm848,0x00021314,calculateSpeedControlError,unknown,cm848_,,cm848_calculateSpeedControlError
cm848,0x0002156c,initSpeedControlTableDimensions,unknown,cm848_,,cm848_initSpeedControlTableDimensions
cm848,0x00021668,initJ1939MessageBuffers,unknown,cm848_,,cm848_initJ1939MessageBuffers
cm848,0x000216fc,processJ1939RxQueue,mpc555,mpc555_,usiu_,mpc555_processJ1939RxQueue
cm848,0x000218b0,j1939ProcessRxQueueDefault,unknown,cm848_,,cm848_j1939ProcessRxQueueDefault
cm848,0x000218dc,j1939ProcessRxQueueParam,unknown,cm848_,,cm848_j1939ProcessRxQueueParam
cm848,0x00021918,validateCalibrationMemory,unknown,cm848_,,cm848_validateCalibrationMemory
cm848,0x00021a24,registerJ1939DiagnosticHandlers,unknown,cm848_,,cm848_registerJ1939DiagnosticHandlers
cm848,0x00021ac0,initUdsServiceHandlers,unknown,cm848_,,cm848_initUdsServiceHandlers
cm848,0x00021b28,applyFuelDemandFilter,unknown,cm848_,,cm848_applyFuelDemandFilter
cm848,0x00021bf8,getHighestPriorityBit,unknown,cm848_,,cm848_getHighestPriorityBit
cm848,0x00021c3c,updateProtectionThresholdsIfLow,unknown,cm848_,,cm848_updateProtectionThresholdsIfLow
cm848,0x00021c9c,setProtectionThresholdParameters,unknown,cm848_,,cm848_setProtectionThresholdParameters
cm848,0x00021cd4,updateProtectionDiagnostics,unknown,cm848_,,cm848_updateProtectionDiagnostics
cm848,0x000220b4,initJ1939DiagnosticCallback,unknown,cm848_,,cm848_initJ1939DiagnosticCallback
cm848,0x000220e4,processJ1939DiagnosticRequest,unknown,cm848_,,cm848_processJ1939DiagnosticRequest
cm848,0x00022128,j1939DiagnosticServiceHandler,unknown,cm848_,,cm848_j1939DiagnosticServiceHandler
cm848,0x000221f0,initJ1939DiagnosticServiceHandler,unknown,cm848_,,cm848_initJ1939DiagnosticServiceHandler
cm848,0x00022220,updateGovernorTimers,unknown,cm848_,,cm848_updateGovernorTimers
cm848,0x00022318,initGovernorDerivativeTerms,unknown,cm848_,,cm848_initGovernorDerivativeTerms
cm848,0x0002232c,initGovernorControlHandler,unknown,cm848_,,cm848_initGovernorControlHandler
cm848,0x0002235c,noOperation,unknown,cm848_,,cm848_noOperation
cm848,0x0002236c,processSecurityAccessRequest,unknown,cm848_,,cm848_processSecurityAccessRequest
cm848,0x000223a0,clearGovernorDerivativeMode,unknown,cm848_,,cm848_clearGovernorDerivativeMode
cm848,0x000223f4,processGovernorControlMessage,unknown,cm848_,,cm848_processGovernorControlMessage
cm848,0x00022468,initializeGovernorDerivatives,unknown,cm848_,,cm848_initializeGovernorDerivatives
cm848,0x00022570,matchSecurityRequest,unknown,cm848_,,cm848_matchSecurityRequest
cm848,0x00022590,processGovernorSecurityAccessRequest,unknown,cm848_,,cm848_processGovernorSecurityAccessRequest
cm848,0x00022674,j1939HandlePgn65228Dm3ClearDiag,unknown,cm848_,,cm848_j1939HandlePgn65228Dm3ClearDiag
cm848,0x00022770,initPgn65228Dm3Handler,unknown,cm848_,,cm848_initPgn65228Dm3Handler
cm848,0x000227a0,j1939HandleDm1RequestMessage,unknown,cm848_,,cm848_j1939HandleDm1RequestMessage
cm848,0x00022840,initJ1939Dm1RequestHandler,unknown,cm848_,,cm848_initJ1939Dm1RequestHandler
cm848,0x00022870,j1939ProcessTorqueSpeedControl,unknown,cm848_,,cm848_j1939ProcessTorqueSpeedControl
cm848,0x00022ab8,selectTorqueLimitMode,unknown,cm848_,,cm848_selectTorqueLimitMode
cm848,0x00022bc4,initJ1939TorqueSpeedHandler,unknown,cm848_,,cm848_initJ1939TorqueSpeedHandler
cm848,0x00022d18,initJ1939VehicleSpeedHandler,unknown,cm848_,,cm848_initJ1939VehicleSpeedHandler
cm848,0x00022e3c,processGovernorSpeedControlRequest,unknown,cm848_,,cm848_processGovernorSpeedControlRequest
cm848,0x00022f90,processGovernorSpeedRequest,unknown,cm848_,,cm848_processGovernorSpeedRequest
cm848,0x00023188,j1939RegisterPgnHandler,unknown,cm848_,,cm848_j1939RegisterPgnHandler
cm848,0x000231cc,j1939DispatchPgnHandler,unknown,cm848_,,cm848_j1939DispatchPgnHandler
cm848,0x000232b4,initJ1939ProtocolHandlers,unknown,cm848_,,cm848_initJ1939ProtocolHandlers
cm848,0x000233a0,j1939HandleProprietaryCommand,unknown,cm848_,,cm848_j1939HandleProprietaryCommand
cm848,0x0002343c,initJ1939ProprietaryHandler,unknown,cm848_,,cm848_initJ1939ProprietaryHandler
cm848,0x0002346c,j1939SetupMultiFrameTransfer,unknown,cm848_,,cm848_j1939SetupMultiFrameTransfer
cm848,0x0002352c,routeGovernorHandlerByTable,unknown,cm848_,,cm848_routeGovernorHandlerByTable
cm848,0x000236b4,setGovernorHandlerDefault,unknown,cm848_,,cm848_setGovernorHandlerDefault
cm848,0x000236f0,j1939ProcessGovernorRequest,unknown,cm848_,,cm848_j1939ProcessGovernorRequest
cm848,0x00023b38,j1939DispatchAddressHandler,unknown,cm848_,,cm848_j1939DispatchAddressHandler
cm848,0x00023bb4,initJ1939AddressDispatcher,unknown,cm848_,,cm848_initJ1939AddressDispatcher
cm848,0x00023be0,sendJ1939ProprietaryStatus,unknown,cm848_,,cm848_sendJ1939ProprietaryStatus
cm848,0x00023d14,initJ1939DmHandlerBuffer,unknown,cm848_,,cm848_initJ1939DmHandlerBuffer
cm848,0x00023d3c,sendJ1939AcknowledgeMessage,unknown,cm848_,,cm848_sendJ1939AcknowledgeMessage
cm848,0x00023dbc,sendJ1939NegativeAck,unknown,cm848_,,cm848_sendJ1939NegativeAck
cm848,0x00023e2c,flushJ1939FrameBuffer,unknown,cm848_,,cm848_flushJ1939FrameBuffer
cm848,0x00023e8c,j1939HandlePgn65269AmbientConditions,unknown,cm848_,,cm848_j1939HandlePgn65269AmbientConditions
cm848,0x00023f4c,sendJ1939ErrorFrame,unknown,cm848_,,cm848_sendJ1939ErrorFrame
cm848,0x00024028,j1939BuildEngineStatusByte,unknown,cm848_,,cm848_j1939BuildEngineStatusByte
cm848,0x000240b8,prepareAndSendJ1939Frame,unknown,cm848_,,cm848_prepareAndSendJ1939Frame
cm848,0x000240c4,prepareAndSendJ1939Frame,unknown,cm848_,,cm848_prepareAndSendJ1939Frame
cm848,0x0002439c,buildDiagnosticStatusMessage,unknown,cm848_,,cm848_buildDiagnosticStatusMessage
cm848,0x00024664,initPgn65265CruiseSpeedHandler,unknown,cm848_,,cm848_initPgn65265CruiseSpeedHandler
cm848,0x00024870,j1939HandlePgn65259ComponentId,unknown,cm848_,,cm848_j1939HandlePgn65259ComponentId
cm848,0x000248dc,appendGovernorDroopDataToMessage,unknown,cm848_,,cm848_appendGovernorDroopDataToMessage
cm848,0x00024940,initPgn65259ComponentIdHandler,unknown,cm848_,,cm848_initPgn65259ComponentIdHandler
cm848,0x000249c4,sendJ1939ResponseFrame,unknown,cm848_,,cm848_sendJ1939ResponseFrame
cm848,0x00024afc,sendJ1939ExtendedResponse,unknown,cm848_,,cm848_sendJ1939ExtendedResponse
cm848,0x00024b28,j1939HandlePgn65234Dm11ClearActive,unknown,cm848_,,cm848_j1939HandlePgn65234Dm11ClearActive
cm848,0x00024b64,initPgn65234Dm11Handler,unknown,cm848_,,cm848_initPgn65234Dm11Handler
cm848,0x00024d78,processDm1FaultBroadcast,unknown,cm848_,,cm848_processDm1FaultBroadcast
cm848,0x00024dd8,initPgn65226Dm1Handler,unknown,cm848_,,cm848_initPgn65226Dm1Handler
cm848,0x00024e78,j1939HandlePgn65227Dm2PreviousDtc,unknown,cm848_,,cm848_j1939HandlePgn65227Dm2PreviousDtc
cm848,0x00025000,initPgn65227Dm2Handler,unknown,cm848_,,cm848_initPgn65227Dm2Handler
cm848,0x00025050,initPgn65227Dm2ResponseHandler,unknown,cm848_,,cm848_initPgn65227Dm2ResponseHandler
cm848,0x00025094,initPgn65229Dm4Handler,unknown,cm848_,,cm848_initPgn65229Dm4Handler
cm848,0x00025110,j1939BuildDm4FreezeFrame,unknown,cm848_,,cm848_j1939BuildDm4FreezeFrame
cm848,0x00025390,j1939HandlePgn65229Dm4FreezeFrame,unknown,cm848_,,cm848_j1939HandlePgn65229Dm4FreezeFrame
cm848,0x00025458,j1939HandlePgn65230Dm5Readiness,unknown,cm848_,,cm848_j1939HandlePgn65230Dm5Readiness
cm848,0x0002553c,initPgn65230Dm5Handler,unknown,cm848_,,cm848_initPgn65230Dm5Handler
cm848,0x000255c0,j1939SendDm1ResponseMessage,unknown,cm848_,,cm848_j1939SendDm1ResponseMessage
cm848,0x0002567c,j1939BuildEngineControlByte,unknown,cm848_,,cm848_j1939BuildEngineControlByte
cm848,0x00025884,setEngineControllerStateCode,unknown,cm848_,,cm848_setEngineControllerStateCode
cm848,0x00025a9c,transmitEngineStatusMessage,unknown,cm848_,,cm848_transmitEngineStatusMessage
cm848,0x00025d30,sendEec2WithDefaultValues,unknown,cm848_,,cm848_sendEec2WithDefaultValues
cm848,0x00025d60,initPgn61443Eec2Handler,unknown,cm848_,,cm848_initPgn61443Eec2Handler
cm848,0x00025de8,j1939SendOilPressureStatus,unknown,cm848_,,cm848_j1939SendOilPressureStatus
